,Company,TypeName,Ram,Gpu,OpSys,Weight,Price,Touchscreen,IPS_Panel,Res_Per_Inches,Cpu_Brand,HDD,SSD
549,Lenovo,Notebook,8,Intel,Windows,1.99,92121.12,0,1,141.21199808219862,Intel Core i7,0,512
550,Lenovo,Notebook,4,Intel,Windows,2.2,26586.72,0,0,141.21199808219862,Intel Core i3,0,128
551,Dell,Notebook,8,Intel,Windows,1.9,59513.2272,0,0,141.21199808219862,Intel Core i5,0,256
552,Dell,Gaming,16,Nvidia,Windows,4.42,143802.72,0,1,127.33567457123111,Intel Core i7,1000,256
553,HP,Notebook,8,Intel,Windows,2.65,28992.312,0,0,106.11306214269258,Intel Core i3,1000,0
554,HP,Notebook,8,Nvidia,Windows,2.63,68198.4,0,0,127.33567457123111,Intel Core i7,1000,0
555,Asus,Notebook,4,Intel,No OS/Linux/Chrome/Android,2.0,11934.72,0,0,100.45466986113651,Other Intel Processor,500,0
556,Mediacom,Notebook,4,Intel,Windows,1.35,13586.4,0,1,165.6321180513006,Other Intel Processor,0,0
557,Lenovo,Notebook,6,Nvidia,Windows,2.8,50562.72,0,0,106.11306214269258,Intel Core i7,1000,128
558,HP,Notebook,6,AMD,Windows,1.91,30310.992000000002,0,1,141.21199808219862,AMD Processor,0,128
559,Dell,Notebook,4,AMD,Windows,2.18,32921.712,0,0,100.45466986113651,Intel Core i3,1000,0
560,Acer,2 in 1 Convertible,4,Intel,Windows,1.25,18594.72,1,1,189.90579052433606,Other Intel Processor,0,0
561,Lenovo,Notebook,4,Intel,Windows,2.05,33566.4,0,0,141.21199808219862,Intel Core i3,0,128
562,HP,Ultrabook,16,Intel,Windows,1.16,104695.2,1,1,276.053530085501,Other Intel Processor,0,512
563,Lenovo,Notebook,8,Nvidia,Windows,3.4,159786.72,0,1,127.33567457123111,Intel Core i7,0,256
564,Asus,Notebook,8,Nvidia,Windows,2.5,44701.92,0,0,141.21199808219862,Intel Core i5,1000,128
565,Dell,Ultrabook,8,Intel,Windows,1.21,85194.72,1,1,331.2642361026012,Intel Core i5,0,128
566,Dell,Notebook,4,Intel,Windows,1.93,51095.52,0,0,100.45466986113651,Intel Core i5,500,0
568,Lenovo,Notebook,4,Intel,Windows,2.2,18328.32,0,0,141.21199808219862,Other Intel Processor,500,0
569,Lenovo,Notebook,4,Intel,Windows,2.02,52747.2,0,0,111.93520355955211,Intel Core i5,500,0
570,HP,Workstation,8,Nvidia,Windows,3.14,99153.5472,0,0,106.11306214269258,Intel Core i5,500,0
571,HP,Notebook,8,Intel,Windows,1.94,20725.92,0,0,111.93520355955211,Other Intel Processor,2000,0
572,HP,Notebook,6,AMD,Windows,1.95,34578.72,0,1,141.21199808219862,AMD Processor,0,256
573,Lenovo,Notebook,8,Intel,Windows,2.3,44222.4,0,0,141.21199808219862,Intel Core i5,0,256
574,Lenovo,Notebook,4,Intel,Windows,2.05,36496.8,0,0,141.21199808219862,Intel Core i5,500,0
575,Mediacom,Notebook,4,Intel,Windows,1.4,13266.72,0,0,157.3505121487356,Other Intel Processor,0,32
576,Toshiba,Ultrabook,16,Intel,Windows,1.24,99367.2,1,0,157.3505121487356,Intel Core i7,0,512
577,Lenovo,Gaming,32,Nvidia,Windows,4.6,141884.63999999998,0,1,127.33567457123111,Intel Core i7,1000,256
578,MSI,Gaming,16,Nvidia,Windows,4.14,145401.12,0,0,127.33567457123111,Intel Core i7,1000,512
579,Dell,Notebook,8,AMD,No OS/Linux/Chrome/Android,2.2,39907.2528,0,0,141.21199808219862,Intel Core i7,0,256
580,Mediacom,Notebook,4,Intel,Windows,1.45,20725.92,0,1,157.3505121487356,Other Intel Processor,0,32
581,Dell,Notebook,8,Intel,Windows,1.9,53733.94559999999,0,0,100.45466986113651,Intel Core i5,500,0
582,HP,Notebook,4,Intel,Windows,1.49,38308.32,0,0,165.6321180513006,Intel Core i3,0,128
583,Dell,Notebook,16,Nvidia,Windows,1.93,81912.13919999999,0,0,141.21199808219862,Intel Core i7,0,256
584,Dell,Netbook,4,Intel,No OS/Linux/Chrome/Android,1.26,15717.6,0,0,135.0942111925629,Other Intel Processor,0,0
585,MSI,Gaming,16,Nvidia,Windows,4.5,125154.72,0,0,127.33567457123111,Intel Core i7,1000,128
586,HP,Gaming,16,Nvidia,Windows,3.78,79813.44,0,1,127.33567457123111,Intel Core i7,1000,256
587,Lenovo,Ultrabook,12,Intel,Windows,1.4,89137.44,0,1,157.3505121487356,Intel Core i7,0,256
588,Lenovo,Notebook,12,Intel,Windows,2.2,32447.52,1,0,100.45466986113651,Intel Core i7,1000,0
589,Asus,Gaming,8,Nvidia,Windows,2.73,94305.6,0,1,127.33567457123111,Intel Core i5,1000,128
590,Asus,2 in 1 Convertible,8,Intel,Windows,2.2,39373.92,1,0,100.45466986113651,Intel Core i5,1000,0
591,Lenovo,Notebook,12,AMD,Windows,2.2,50562.72,0,0,141.21199808219862,AMD Processor,0,512
592,Dell,2 in 1 Convertible,4,Intel,Windows,1.39,32127.84,1,0,135.0942111925629,Other Intel Processor,0,128
593,Samsung,Notebook,16,Nvidia,Windows,2.5,90522.72,0,0,141.21199808219862,Intel Core i7,1000,128
594,Lenovo,Notebook,4,Intel,No OS/Linux/Chrome/Android,2.8,28185.12,0,0,127.33567457123111,Intel Core i3,500,0
595,Lenovo,Notebook,8,Intel,Windows,2.29,24455.52,0,0,100.45466986113651,Intel Core i3,1000,0
596,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.37,107892.0,1,1,165.6321180513006,Intel Core i7,0,512
597,Lenovo,Notebook,8,Intel,Windows,1.7,78534.72,0,1,157.3505121487356,Intel Core i5,0,256
598,Dell,2 in 1 Convertible,8,Intel,Windows,1.34,88977.59999999998,1,0,176.23257360658386,Intel Core i5,0,256
599,Dell,Workstation,8,Nvidia,Windows,2.06,93932.64,1,0,141.21199808219862,Intel Core i7,0,256
600,HP,Notebook,8,Intel,Windows,1.84,64948.32,0,0,141.21199808219862,Intel Core i7,0,256
601,HP,Notebook,4,Intel,Windows,2.1,35616.6144,0,0,100.45466986113651,Intel Core i3,500,0
602,Acer,Notebook,4,Intel,Windows,1.6,17529.12,0,0,157.3505121487356,Other Intel Processor,0,0
603,MSI,Gaming,16,Nvidia,Windows,4.14,117162.72,0,0,127.33567457123111,Intel Core i7,1000,128
604,Dell,Notebook,4,AMD,No OS/Linux/Chrome/Android,2.18,24775.2,0,0,100.45466986113651,Intel Core i3,1000,0
605,MSI,Gaming,16,Nvidia,Windows,1.8,122490.72,0,0,282.42399616439724,Intel Core i7,2000,256
606,Toshiba,Notebook,8,Intel,Windows,2.2,74538.72,0,1,141.21199808219862,Intel Core i7,0,256
607,Lenovo,Notebook,6,Intel,Windows,2.4,30049.92,0,0,141.21199808219862,Intel Core i5,1000,0
608,Lenovo,2 in 1 Convertible,8,Intel,Windows,2.0,69210.72,1,1,141.21199808219862,Intel Core i7,0,256
609,Acer,Notebook,4,Intel,Windows,1.6,18594.72,0,0,111.93520355955211,Other Intel Processor,0,0
611,Dell,Gaming,16,Nvidia,Windows,2.59,46833.6528,0,0,141.21199808219862,Intel Core i7,1000,0
612,Dell,Notebook,4,Intel,No OS/Linux/Chrome/Android,2.18,23650.992000000002,0,0,100.45466986113651,Intel Core i3,1000,0
613,Dell,Notebook,4,Intel,No OS/Linux/Chrome/Android,2.25,19127.52,0,0,100.45466986113651,Intel Core i3,1000,0
614,Dell,Notebook,4,Intel,No OS/Linux/Chrome/Android,1.93,46300.32,0,0,100.45466986113651,Intel Core i5,500,0
615,Asus,Gaming,8,Nvidia,Windows,3.0,62231.04,0,0,127.33567457123111,Intel Core i7,1000,128
616,Dell,Notebook,4,AMD,No OS/Linux/Chrome/Android,2.18,30316.32,0,0,141.21199808219862,Intel Core i5,0,128
617,HP,Ultrabook,8,Intel,Windows,1.84,74005.92,0,0,141.21199808219862,Intel Core i7,0,512
618,MSI,Gaming,16,Nvidia,Windows,2.94,120831.5808,0,0,141.21199808219862,Intel Core i7,1000,256
619,Acer,2 in 1 Convertible,4,Intel,No OS/Linux/Chrome/Android,1.25,20193.12,1,1,135.0942111925629,Other Intel Processor,0,0
620,HP,Notebook,8,Intel,Windows,2.31,59886.72,0,0,111.93520355955211,Intel Core i5,0,256
621,Lenovo,Notebook,8,Intel,Windows,1.65,78055.2,0,0,157.3505121487356,Intel Core i5,0,256
622,Dell,Notebook,4,AMD,Windows,2.2,41345.28,0,0,141.21199808219862,Intel Core i5,1000,0
624,HP,Notebook,4,Intel,Windows,1.88,49656.96,0,0,100.45466986113651,Intel Core i5,500,0
625,Lenovo,Notebook,8,Nvidia,Windows,2.2,47898.72,0,0,141.21199808219862,Intel Core i7,1000,0
626,Mediacom,Notebook,2,Intel,Windows,1.4,12733.92,0,0,157.3505121487356,Other Intel Processor,0,0
627,Lenovo,Notebook,4,Intel,No OS/Linux/Chrome/Android,2.2,24935.04,0,0,141.21199808219862,Intel Core i5,0,128
628,Asus,2 in 1 Convertible,6,Intel,Windows,1.5,34046.4528,1,0,165.6321180513006,Intel Core i5,1000,0
629,Dell,Notebook,8,Nvidia,Windows,2.0,96969.6,0,0,141.21199808219862,Intel Core i7,0,256
630,Asus,Ultrabook,16,Intel,Windows,1.1,101232.0,0,0,157.3505121487356,Intel Core i7,0,512
631,Dell,Gaming,16,Nvidia,Windows,2.62,78801.12,0,0,141.21199808219862,Intel Core i7,1000,256
632,Lenovo,Notebook,4,Intel,Windows,1.8,44169.12,0,0,141.21199808219862,Intel Core i5,0,256
633,Lenovo,Notebook,4,Nvidia,Windows,2.2,30849.12,0,0,141.21199808219862,Intel Core i3,1000,0
634,Asus,Notebook,8,Intel,Windows,2.0,21258.72,0,0,100.45466986113651,Other Intel Processor,1000,0
635,Asus,Notebook,8,Nvidia,Windows,1.99,48304.7136,0,0,141.21199808219862,Intel Core i5,1000,0
636,Dell,Ultrabook,8,Intel,Windows,1.23,99580.32,1,0,276.053530085501,Intel Core i5,0,256
637,Lenovo,Notebook,2,Intel,Windows,1.42,13266.72,0,0,111.93520355955211,Other Intel Processor,0,0
638,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.37,93635.3376,1,1,165.6321180513006,Intel Core i7,0,256
639,Dell,Notebook,16,Nvidia,Windows,2.06,127818.72,1,0,282.42399616439724,Intel Core i7,0,1000
640,Lenovo,Gaming,8,Nvidia,Windows,2.5,59087.52,0,1,141.21199808219862,Intel Core i7,1000,128
641,HP,Notebook,8,AMD,Windows,2.6,27753.552000000003,0,0,107.98564559226952,AMD Processor,1000,0
642,Lenovo,Ultrabook,16,Intel,Windows,1.14,130536.0,0,1,157.3505121487356,Intel Core i7,0,512
643,Asus,Gaming,8,Nvidia,No OS/Linux/Chrome/Android,2.5,62284.32,0,1,141.21199808219862,Intel Core i7,1000,0
644,Acer,Notebook,4,Intel,Windows,2.4,23976.0,0,0,100.45466986113651,Intel Core i3,500,0
645,Lenovo,Notebook,4,Intel,Windows,1.43,14598.72,0,0,111.93520355955211,Other Intel Processor,0,0
646,Acer,Ultrabook,8,Intel,Windows,1.8,48964.32,0,1,157.3505121487356,Intel Core i5,0,256
647,Razer,Gaming,16,Nvidia,Windows,1.95,138474.72,0,0,157.3505121487356,Intel Core i7,0,256
648,Toshiba,Notebook,8,Intel,Windows,1.2,64628.64,0,0,165.6321180513006,Intel Core i5,0,256
649,Lenovo,Ultrabook,8,Intel,Windows,1.36,84395.52,0,1,176.23257360658386,Intel Core i7,0,256
650,Asus,Gaming,32,Nvidia,Windows,3.8,149130.72,0,1,127.33567457123111,Intel Core i7,0,512
651,Acer,Gaming,8,Nvidia,No OS/Linux/Chrome/Android,2.4,37775.52,0,0,141.21199808219862,Intel Core i5,1000,0
652,Dell,Ultrabook,8,Intel,Windows,1.2,77250.672,0,0,165.6321180513006,Intel Core i5,0,256
653,MSI,Gaming,8,Nvidia,Windows,2.2,63499.10399999999,0,0,141.21199808219862,Intel Core i7,1000,128
654,HP,Notebook,4,Intel,No OS/Linux/Chrome/Android,1.86,19441.872,0,0,100.45466986113651,Intel Core i3,500,0
655,Toshiba,Notebook,8,Intel,Windows,2.0,56689.92,0,1,141.21199808219862,Intel Core i5,500,0
656,Dell,Notebook,8,AMD,Windows,2.2,48964.32,0,0,141.21199808219862,Intel Core i7,0,256
657,Dell,Notebook,16,AMD,Windows,2.2,60472.8,0,0,141.21199808219862,Intel Core i7,2000,256
658,Lenovo,Gaming,8,Nvidia,Windows,3.31,63722.88,0,1,141.21199808219862,Intel Core i7,1000,128
659,Dell,Gaming,32,Nvidia,Windows,4.42,167691.8736,0,1,254.67134914246222,Intel Core i7,1000,512
660,Dell,Notebook,8,Intel,Windows,1.56,65481.12,0,0,157.3505121487356,Intel Core i5,0,256
661,Lenovo,Notebook,4,Intel,Windows,2.2,22324.32,0,0,100.45466986113651,Other Intel Processor,500,0
662,Lenovo,Notebook,4,Intel,Windows,2.2,28504.8,0,0,141.21199808219862,Intel Core i5,500,0
663,HP,Notebook,6,AMD,Windows,2.04,28717.92,0,0,141.21199808219862,Intel Core i3,1000,0
664,MSI,Gaming,8,Nvidia,Windows,2.7,79215.1056,0,0,127.33567457123111,Intel Core i7,1000,128
665,Toshiba,Notebook,4,Intel,Windows,2.1,26533.44,0,0,100.45466986113651,Intel Core i3,0,128
666,Dell,Notebook,8,Intel,Windows,2.06,50882.4,0,0,141.21199808219862,Intel Core i5,1000,0
667,HP,Notebook,8,AMD,Windows,2.1,39693.6,0,0,141.21199808219862,Intel Core i7,1000,0
668,Toshiba,Notebook,8,Intel,Windows,2.0,67026.23999999999,0,1,141.21199808219862,Intel Core i5,0,256
669,Acer,Notebook,4,Intel,No OS/Linux/Chrome/Android,2.1,21951.36,0,0,100.45466986113651,Intel Core i3,0,128
670,Microsoft,Ultrabook,8,Intel,Windows,1.252,99519.04800000001,1,0,200.84255993695703,Intel Core i7,0,256
671,Lenovo,Notebook,8,AMD,Windows,1.9,43580.376,0,0,141.21199808219862,Intel Core i5,1000,128
672,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.3,55091.52,1,1,165.6321180513006,Intel Core i5,0,256
673,Lenovo,Notebook,4,AMD,Windows,2.2,18594.72,0,0,100.45466986113651,AMD Processor,0,128
674,HP,2 in 1 Convertible,4,Nvidia,Windows,1.63,37242.72,1,1,157.3505121487356,Intel Core i3,0,128
675,MSI,Gaming,16,Nvidia,Windows,2.4,68944.31999999999,0,0,141.21199808219862,Intel Core i7,1000,256
676,Asus,Ultrabook,8,Intel,Windows,1.1,60472.8,0,0,157.3505121487356,Intel Core i5,0,256
677,HP,2 in 1 Convertible,8,Intel,No OS/Linux/Chrome/Android,1.4,26373.6,1,0,135.0942111925629,Other Intel Processor,0,0
679,Acer,Gaming,16,Nvidia,Windows,2.5,69210.72,0,0,141.21199808219862,Intel Core i5,0,256
680,MSI,Gaming,8,Nvidia,Windows,2.2,53168.112,0,0,141.21199808219862,Intel Core i5,0,256
681,Asus,Notebook,4,Intel,Windows,1.86,22324.32,0,0,100.45466986113651,Other Intel Processor,0,128
682,Dell,Gaming,16,Nvidia,Windows,3.21,109277.28,0,0,141.21199808219862,Intel Core i5,1000,128
683,HP,Notebook,4,AMD,Windows,2.5,37242.72,0,1,127.33567457123111,Intel Core i3,0,256
684,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.19,79866.72,1,1,165.6321180513006,Intel Core i7,0,512
685,Dell,Gaming,16,Nvidia,Windows,3.49,149916.6,0,0,141.21199808219862,Intel Core i7,1000,256
686,HP,Notebook,4,AMD,Windows,1.86,32639.8608,0,0,100.45466986113651,Intel Core i5,500,0
687,Dell,Notebook,4,AMD,Windows,2.2,29073.297599999994,0,0,100.45466986113651,Intel Core i3,1000,0
688,HP,Notebook,6,AMD,Windows,2.65,30316.32,0,1,127.33567457123111,AMD Processor,2000,0
689,Lenovo,Notebook,4,Intel,Windows,2.1,16943.04,0,0,100.45466986113651,Other Intel Processor,500,0
690,Acer,Notebook,4,Intel,No OS/Linux/Chrome/Android,1.45,19980.0,0,0,111.93520355955211,Other Intel Processor,0,0
691,Lenovo,Notebook,4,Intel,Windows,1.7,37242.72,0,0,157.3505121487356,Intel Core i5,0,256
692,HP,Workstation,8,Nvidia,Windows,3.14,101657.7072,0,0,127.33567457123111,Intel Core i7,500,0
693,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.42,137995.19999999998,1,0,209.8006828649808,Intel Core i7,0,256
694,Toshiba,Notebook,8,Intel,Windows,1.5,51841.44,0,1,165.6321180513006,Intel Core i5,0,256
695,Acer,Netbook,4,Intel,Windows,1.4,14332.32,0,0,135.0942111925629,Other Intel Processor,0,0
696,Lenovo,2 in 1 Convertible,16,Intel,Windows,1.38,93186.72,1,0,157.3505121487356,Intel Core i7,0,512
697,Asus,2 in 1 Convertible,4,Intel,No OS/Linux/Chrome/Android,1.2,35644.32,1,0,176.23257360658386,Other Intel Processor,0,0
698,Toshiba,Ultrabook,16,Intel,Windows,1.36,100006.56,1,0,165.6321180513006,Intel Core i7,0,512
699,HP,Notebook,4,AMD,Windows,2.1,36709.92,0,1,141.21199808219862,Intel Core i7,500,0
700,Dell,Gaming,8,Nvidia,Windows,2.56,43636.32,0,0,141.21199808219862,Intel Core i5,1000,0
701,Lenovo,Notebook,4,AMD,Windows,2.2,21258.72,0,0,141.21199808219862,AMD Processor,0,256
702,Lenovo,Notebook,8,AMD,Windows,2.2,22857.12,0,0,100.45466986113651,AMD Processor,1000,0
703,Lenovo,Notebook,4,Intel,Windows,2.1,33110.856,0,0,141.21199808219862,Intel Core i5,2000,0
704,Lenovo,Notebook,4,Intel,No OS/Linux/Chrome/Android,1.9,23976.0,0,0,100.45466986113651,Intel Core i3,500,0
705,Dell,Notebook,8,Intel,Windows,2.18,42357.6,0,0,141.21199808219862,Intel Core i5,0,256
706,Acer,2 in 1 Convertible,8,Intel,Windows,1.6,53226.72,1,1,165.6321180513006,Intel Core i5,0,256
707,Lenovo,Workstation,16,Nvidia,Windows,2.18,98834.4,0,0,141.21199808219862,Intel Core i7,0,512
708,Lenovo,Notebook,8,Intel,Windows,1.8,63456.48,0,0,157.3505121487356,Intel Core i5,0,256
709,HP,Notebook,6,AMD,Windows,2.71,34898.932799999995,0,1,127.33567457123111,AMD Processor,2000,0
710,Lenovo,Gaming,8,Nvidia,Windows,2.5,66546.72,0,1,141.21199808219862,Intel Core i7,1000,128
711,Dell,Notebook,8,Nvidia,No OS/Linux/Chrome/Android,1.64,58021.92,0,0,157.3505121487356,Intel Core i5,0,256
712,Dell,Notebook,8,Intel,No OS/Linux/Chrome/Android,1.98,38681.28,0,0,141.21199808219862,Intel Core i5,1000,0
713,Asus,Notebook,4,Intel,Windows,1.5,15877.44,0,0,157.3505121487356,Other Intel Processor,0,0
714,Dell,Notebook,16,Intel,Windows,1.93,76012.44480000001,0,0,141.21199808219862,Intel Core i5,0,512
715,Lenovo,Notebook,8,Nvidia,Windows,1.87,45664.6896,0,1,157.3505121487356,Intel Core i5,0,256
716,Dell,Notebook,8,Intel,Windows,1.9,62817.12,0,0,141.21199808219862,Intel Core i5,0,256
717,Lenovo,Notebook,4,AMD,Windows,2.19,15877.44,0,0,100.45466986113651,AMD Processor,500,0
718,Mediacom,Notebook,4,Intel,Windows,1.4,14119.2,0,1,161.72539083525606,Other Intel Processor,32,0
719,HP,Notebook,8,Nvidia,Windows,2.63,63936.0,0,0,127.33567457123111,Intel Core i7,0,256
720,Lenovo,Ultrabook,8,Intel,Windows,1.17,89864.1792,0,1,209.8006828649808,Intel Core i7,0,512
721,HP,2 in 1 Convertible,8,Intel,Windows,1.58,44574.047999999995,1,1,117.82653006268643,Intel Core i5,0,256
722,Lenovo,Ultrabook,8,Intel,Windows,1.32,79866.72,0,1,157.3505121487356,Intel Core i5,0,256
724,MSI,Gaming,8,Nvidia,Windows,2.7,71847.0144,0,0,127.33567457123111,Intel Core i7,1000,128
725,Lenovo,Notebook,4,Intel,No OS/Linux/Chrome/Android,1.9,26101.872000000003,0,0,100.45466986113651,Intel Core i5,1000,0
726,Dell,Notebook,8,AMD,Windows,2.2,38308.32,0,0,141.21199808219862,Intel Core i5,1000,128
727,Dell,2 in 1 Convertible,4,Intel,Windows,1.71,34578.72,1,0,165.6321180513006,Intel Core i3,1000,0
728,Dell,Notebook,8,AMD,No OS/Linux/Chrome/Android,2.32,31409.6256,0,0,100.45466986113651,Intel Core i5,1000,0
729,HP,Notebook,4,AMD,Windows,2.1,26053.92,0,0,141.21199808219862,AMD Processor,1000,0
730,Acer,Gaming,16,Nvidia,Windows,4.2,103096.8,0,1,127.33567457123111,Intel Core i7,1000,128
731,Dell,Notebook,12,Intel,Windows,2.25,34578.72,0,0,100.45466986113651,Intel Core i5,1000,0
732,HP,Notebook,6,AMD,Windows,2.1,34632.0,0,0,141.21199808219862,AMD Processor,1000,128
733,Acer,Notebook,4,Intel,Windows,2.4,29783.52,0,0,100.45466986113651,Intel Core i5,500,0
734,Lenovo,Notebook,8,Intel,Windows,1.44,51148.8,0,1,165.6321180513006,Intel Core i5,0,256
735,Lenovo,Notebook,4,Intel,Windows,1.85,41505.12,0,0,141.21199808219862,Intel Core i7,1000,0
736,HP,Workstation,16,Nvidia,Windows,2.6,128884.32,0,0,141.21199808219862,Intel Core i7,0,256
737,Dell,2 in 1 Convertible,8,Intel,Windows,1.55,35111.52,1,0,165.6321180513006,Intel Core i5,1000,0
738,MSI,Gaming,16,Nvidia,Windows,1.8,111593.8944,0,0,141.21199808219862,Intel Core i7,1000,256
739,Acer,Notebook,4,Intel,Windows,2.4,21887.424,0,0,100.45466986113651,Intel Core i3,500,0
740,Dell,Notebook,8,Nvidia,Windows,2.0,64308.96,0,0,141.21199808219862,Intel Core i7,1000,128
741,Dell,Notebook,8,Intel,Windows,2.0,35431.2,0,0,100.45466986113651,Intel Core i3,0,256
742,Toshiba,Notebook,8,Intel,Windows,1.25,81784.8,1,1,157.3505121487356,Intel Core i5,0,256
743,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.7,53226.72,1,0,157.3505121487356,Intel Core i5,0,256
745,Acer,Notebook,2,Intel,No OS/Linux/Chrome/Android,1.68,17582.399999999998,0,0,111.93520355955211,Other Intel Processor,0,0
746,Samsung,Ultrabook,16,Intel,Windows,0.81,87858.72,0,0,165.6321180513006,Intel Core i7,0,256
747,HP,Notebook,8,Intel,Windows,1.86,28717.92,0,0,141.21199808219862,Intel Core i3,0,256
748,Dell,Notebook,8,Intel,Windows,1.6,60031.1088,0,0,111.93520355955211,Intel Core i5,0,256
750,Lenovo,Netbook,4,Intel,Windows,1.4,25308.0,1,0,135.0942111925629,Other Intel Processor,0,128
751,HP,Notebook,8,Intel,Windows,1.84,101232.0,0,0,141.21199808219862,Intel Core i5,0,256
752,Asus,Notebook,4,Nvidia,No OS/Linux/Chrome/Android,2.45,30849.12,0,0,100.45466986113651,Intel Core i5,1000,0
753,Lenovo,Ultrabook,4,Intel,Windows,1.7,58394.88,0,0,157.3505121487356,Intel Core i5,0,180
754,Asus,Notebook,4,Intel,Windows,2.37,45282.672,0,0,100.45466986113651,Intel Core i7,0,256
755,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.3,63882.72,1,1,276.053530085501,Intel Core i5,0,256
756,HP,Notebook,8,Nvidia,Windows,2.2,58554.72,0,1,141.21199808219862,Intel Core i5,1000,128
757,HP,Workstation,8,Nvidia,Windows,2.59,83170.08,0,0,141.21199808219862,Intel Core i7,0,256
758,Dell,Gaming,16,Nvidia,Windows,4.42,152859.7872,0,1,282.42399616439724,Intel Core i7,1000,256
759,Acer,Notebook,4,Intel,Windows,2.1,31914.72,0,0,100.45466986113651,Intel Core i5,0,256
760,Lenovo,Gaming,8,Nvidia,Windows,2.5,55837.44,0,1,141.21199808219862,Intel Core i7,1000,128
761,Dell,Ultrabook,16,Intel,Windows,1.18,99047.52,0,0,176.23257360658386,Intel Core i7,0,256
763,Asus,Ultrabook,8,Intel,Windows,1.2,60153.12,0,1,276.053530085501,Intel Core i5,0,256
764,Dell,Notebook,4,Intel,Windows,1.65,45234.72,0,0,117.82653006268643,Intel Core i3,500,0
765,Acer,Notebook,4,Intel,Windows,1.6,34898.4,0,0,117.82653006268643,Intel Core i5,0,128
766,Asus,Notebook,4,Nvidia,Windows,2.8,25059.715199999995,0,0,90.58340172449303,Other Intel Processor,1000,0
767,Dell,Gaming,16,Nvidia,Windows,2.72,58554.72,1,1,282.42399616439724,Intel Core i7,1000,128
768,Samsung,Ultrabook,8,Intel,Windows,1.31,85194.72,1,0,165.6321180513006,Intel Core i7,0,256
769,Acer,Notebook,4,Intel,No OS/Linux/Chrome/Android,2.1,15877.44,0,0,100.45466986113651,Other Intel Processor,1000,0
770,Dell,Notebook,16,AMD,Windows,2.3,62938.0656,0,0,141.21199808219862,Intel Core i7,0,256
771,Samsung,2 in 1 Convertible,16,AMD,Windows,1.71,95850.72,1,0,146.86047800548656,Intel Core i7,0,256
772,Toshiba,Notebook,4,Intel,Windows,1.75,54345.6,0,1,111.93520355955211,Intel Core i5,0,128
773,Dell,Gaming,8,Nvidia,Windows,2.62,58554.72,0,0,141.21199808219862,Intel Core i7,1000,0
774,HP,Ultrabook,4,Intel,Windows,1.26,66280.31999999999,0,0,125.36742798669837,Intel Core i5,0,256
775,Asus,2 in 1 Convertible,12,Nvidia,Windows,2.3,44701.92,1,0,141.21199808219862,Intel Core i7,2000,0
776,Lenovo,Notebook,16,Nvidia,Windows,2.5,126273.6,0,0,282.42399616439724,Intel Core i7,0,512
777,Acer,Notebook,4,Intel,Windows,1.8,33886.08,0,1,157.3505121487356,Intel Core i3,0,128
778,Razer,Gaming,16,Nvidia,Windows,1.95,154458.72,0,0,157.3505121487356,Intel Core i7,0,512
779,Asus,Notebook,8,Intel,Windows,2.0,31003.632,0,0,141.21199808219862,Other Intel Processor,0,128
781,Asus,Gaming,16,Nvidia,Windows,4.3,125208.0,0,1,127.33567457123111,Intel Core i7,1000,256
782,Toshiba,Ultrabook,16,Nvidia,Windows,1.47,93985.92,0,1,157.3505121487356,Intel Core i7,0,512
783,Lenovo,Notebook,8,Intel,No OS/Linux/Chrome/Android,2.2,17529.12,0,0,100.45466986113651,Other Intel Processor,1000,0
784,Lenovo,Ultrabook,16,Intel,Windows,1.7,122490.72,0,0,157.3505121487356,Intel Core i7,0,512
785,MSI,Gaming,16,Nvidia,Windows,1.6,100752.48,0,1,157.3505121487356,Intel Core i7,1000,256
786,MSI,Gaming,8,Nvidia,Windows,2.2,58021.92,0,0,141.21199808219862,Intel Core i5,1000,128
787,Lenovo,Gaming,4,Nvidia,Windows,2.4,53226.72,0,1,141.21199808219862,Intel Core i7,1000,0
788,Acer,Gaming,16,Nvidia,Windows,4.2,122490.72,0,1,127.33567457123111,Intel Core i7,1000,256
789,Dell,Gaming,8,Nvidia,Windows,2.62,52480.8,0,0,141.21199808219862,Intel Core i5,0,256
790,Asus,Gaming,8,Nvidia,Windows,2.24,71341.92,0,0,141.21199808219862,Intel Core i7,1000,128
792,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.37,104961.6,1,1,165.6321180513006,Intel Core i7,0,512
793,Lenovo,2 in 1 Convertible,8,AMD,Windows,2.08,51095.52,1,0,141.21199808219862,Intel Core i5,0,256
794,Apple,Ultrabook,8,Intel,macOS,0.92,62071.2,0,1,226.41554716935852,Other Intel Processor,0,0
795,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.42,124142.4,1,1,209.8006828649808,Intel Core i5,0,256
796,Asus,Notebook,4,Intel,Windows,1.63,15930.72,0,0,111.93520355955211,Other Intel Processor,0,0
797,Dell,Notebook,8,Intel,Windows,1.95,43156.8,0,0,100.45466986113651,Intel Core i5,0,128
