,Company,TypeName,Ram,Gpu,OpSys,Weight,Price,Touchscreen,IPS_Panel,Res_Per_Inches,Cpu_Brand,HDD,SSD
300,Asus,Notebook,4,Intel,Windows,1.3,27119.52,0,0,111.93520355955211,Intel Core i3,0,128
301,Asus,Gaming,16,Nvidia,Windows,2.9,113060.16,0,0,127.33567457123111,Intel Core i7,1000,256
302,Lenovo,Notebook,6,Nvidia,Windows,2.8,34578.72,0,0,106.11306214269258,Intel Core i5,1000,0
303,Lenovo,Notebook,8,Nvidia,No OS/Linux/Chrome/Android,2.2,29250.72,0,0,100.45466986113651,Intel Core i5,2000,0
304,Asus,Gaming,8,Nvidia,Windows,2.5,67399.2,0,0,141.21199808219862,Intel Core i7,1000,128
305,Lenovo,Notebook,4,Intel,No OS/Linux/Chrome/Android,2.2,19180.2672,0,0,100.45466986113651,Other Intel Processor,1000,0
306,HP,2 in 1 Convertible,16,Intel,Windows,1.28,105228.0,1,0,165.6321180513006,Intel Core i7,0,256
307,Toshiba,Notebook,8,Nvidia,Windows,2.2,55571.04,0,1,141.21199808219862,Intel Core i7,0,256
308,Lenovo,Notebook,8,Nvidia,Windows,2.3,43636.32,0,0,141.21199808219862,Intel Core i5,1000,128
309,HP,Notebook,4,Intel,Windows,1.86,24988.32,0,0,141.21199808219862,Intel Core i3,1000,0
310,Lenovo,Notebook,8,Intel,Windows,1.1,53226.72,0,1,165.6321180513006,Intel Core i5,0,256
311,Dell,Ultrabook,16,Intel,Windows,1.21,133146.72,1,1,331.2642361026012,Intel Core i7,0,1000
312,MSI,Gaming,16,Nvidia,Windows,2.8,111834.72,0,1,141.21199808219862,Intel Core i7,1000,256
313,Acer,Notebook,8,AMD,Windows,2.23,24988.32,0,0,141.21199808219862,AMD Processor,0,256
314,Asus,2 in 1 Convertible,2,Intel,Windows,1.1,14652.0,1,0,135.0942111925629,Other Intel Processor,0,0
315,Dell,Notebook,8,AMD,Windows,2.33,44968.32,0,0,141.21199808219862,Intel Core i5,1000,128
316,HP,2 in 1 Convertible,16,Intel,Windows,1.29,130482.72,1,1,331.2642361026012,Intel Core i7,0,1000
317,Lenovo,Notebook,4,Intel,No OS/Linux/Chrome/Android,1.45,24503.472,0,0,117.82653006268643,Other Intel Processor,0,0
318,HP,Notebook,8,Intel,Windows,1.95,52214.4,0,0,157.3505121487356,Intel Core i5,0,256
319,Acer,Notebook,4,Intel,Windows,1.4,25840.8,0,0,135.0942111925629,Other Intel Processor,0,0
320,HP,Notebook,8,Intel,Windows,1.48,68837.76,0,0,157.3505121487356,Intel Core i7,0,256
321,Lenovo,Notebook,4,Nvidia,Windows,2.79,31381.92,0,0,106.11306214269258,Intel Core i5,1000,0
322,Asus,Notebook,8,Intel,Windows,2.0,58288.32,0,0,157.3505121487356,Intel Core i7,0,256
323,HP,Notebook,8,Intel,Windows,2.1,48058.56,0,1,100.45466986113651,Intel Core i7,1000,0
324,Acer,Notebook,8,AMD,Windows,2.2,35111.52,0,0,100.45466986113651,AMD Processor,0,256
325,Lenovo,Notebook,4,Intel,Windows,1.44,15557.76,0,0,111.93520355955211,Other Intel Processor,0,0
326,Acer,Notebook,6,Intel,Windows,2.23,29250.72,0,0,100.45466986113651,Intel Core i5,1000,0
327,Asus,Ultrabook,8,Nvidia,Windows,1.7,55938.672,0,0,141.21199808219862,Intel Core i7,0,256
328,HP,Ultrabook,8,Intel,Windows,1.26,71128.8,0,0,176.23257360658386,Intel Core i7,0,256
329,Dell,Notebook,32,Nvidia,Windows,2.06,140605.91999999998,1,0,282.42399616439724,Intel Core i7,0,1000
330,MSI,Gaming,8,Nvidia,Windows,2.7,63882.72,0,0,127.33567457123111,Intel Core i7,1000,256
331,Toshiba,Notebook,8,Intel,Windows,2.0,50243.04,0,1,141.21199808219862,Intel Core i5,0,256
332,Asus,Notebook,8,Intel,Windows,2.0,71075.52,0,0,157.3505121487356,Intel Core i7,1000,256
333,Lenovo,Notebook,4,Intel,Windows,1.85,23922.72,0,0,141.21199808219862,Intel Core i3,1000,0
334,Asus,Gaming,8,Nvidia,Windows,2.5,53226.72,0,0,141.21199808219862,Intel Core i7,0,256
335,HP,Notebook,8,Intel,Windows,1.48,67559.04,0,0,157.3505121487356,Intel Core i5,0,256
336,Dell,Ultrabook,8,Nvidia,Windows,1.9,55890.72,0,1,141.21199808219862,Intel Core i5,1000,128
337,HP,Notebook,8,Intel,Windows,1.84,60952.32,0,0,141.21199808219862,Intel Core i5,0,256
338,Asus,Notebook,4,Intel,No OS/Linux/Chrome/Android,2.0,14651.4672,0,0,100.45466986113651,Other Intel Processor,1000,0
339,Dell,Notebook,8,Nvidia,Windows,2.0,60885.72,0,0,141.21199808219862,Intel Core i5,0,256
340,Dell,Notebook,4,Intel,No OS/Linux/Chrome/Android,2.2,14646.672,0,0,100.45466986113651,Other Intel Processor,500,0
341,Lenovo,Notebook,12,AMD,Windows,2.2,47898.72,0,0,141.21199808219862,AMD Processor,2000,0
342,HP,Notebook,8,Nvidia,Windows,2.1,38148.48,0,1,141.21199808219862,Intel Core i3,1000,0
343,Lenovo,2 in 1 Convertible,16,Intel,Windows,1.4,111834.72,1,1,316.96506044349616,Intel Core i7,0,512
344,Dell,Ultrabook,8,Intel,Windows,1.2,84129.12,0,0,165.6321180513006,Intel Core i7,0,256
345,Lenovo,Gaming,16,Nvidia,Windows,2.4,60153.12,0,1,141.21199808219862,Intel Core i7,2000,256
346,HP,Notebook,2,Intel,Windows,1.44,14865.12,0,0,111.93520355955211,Other Intel Processor,0,0
347,Dell,Ultrabook,16,Intel,Windows,1.88,85672.1088,0,0,141.21199808219862,Intel Core i7,0,768
348,Asus,2 in 1 Convertible,4,Intel,Windows,1.5,19980.0,1,0,135.0942111925629,Other Intel Processor,0,0
349,Dell,Ultrabook,8,AMD,Windows,1.9,35324.64,0,0,141.21199808219862,Intel Core i5,1000,0
350,Dell,Notebook,16,Nvidia,Windows,2.06,108020.9376,1,0,282.42399616439724,Intel Core i7,0,512
351,HP,Notebook,8,Intel,Windows,1.84,69477.12,0,0,141.21199808219862,Intel Core i7,0,256
352,MSI,Gaming,8,Nvidia,Windows,2.7,75071.52,0,0,127.33567457123111,Intel Core i7,1000,128
353,HP,Workstation,8,Nvidia,Windows,2.6,92615.0256,0,0,141.21199808219862,Intel Core i7,0,256
354,Toshiba,Notebook,16,Nvidia,Windows,2.4,74751.84,0,1,141.21199808219862,Intel Core i7,0,512
355,Dell,Notebook,8,AMD,Windows,2.02,51729.55199999999,0,0,141.21199808219862,Intel Core i7,2000,128
356,Lenovo,Notebook,4,Intel,No OS/Linux/Chrome/Android,2.2,17155.627200000006,0,0,100.45466986113651,Other Intel Processor,1000,0
357,Dell,Gaming,8,Nvidia,Windows,2.65,53226.72,0,0,141.21199808219862,Intel Core i5,1000,0
358,Dell,Notebook,8,Intel,Windows,2.36,29696.6736,1,0,100.45466986113651,Intel Core i5,2000,0
359,Dell,Notebook,8,Intel,Windows,1.36,76030.56,0,0,157.3505121487356,Intel Core i5,0,256
360,HP,Notebook,4,Intel,Windows,1.86,23389.92,0,0,100.45466986113651,Intel Core i3,500,0
361,Asus,Notebook,8,Intel,Windows,2.0,50349.6,0,0,157.3505121487356,Intel Core i5,0,256
362,Lenovo,Notebook,6,Nvidia,Windows,2.8,38308.32,0,0,106.11306214269258,Intel Core i5,1000,128
363,HP,Notebook,8,Intel,Windows,1.86,34045.92,0,0,141.21199808219862,Intel Core i5,1000,0
364,Lenovo,Notebook,8,Nvidia,No OS/Linux/Chrome/Android,2.2,26586.72,0,0,100.45466986113651,Intel Core i3,0,256
365,HP,Notebook,8,Intel,Windows,2.04,20725.92,0,0,100.45466986113651,Other Intel Processor,2000,0
366,Dell,Notebook,8,AMD,Windows,2.8,57808.8,0,0,127.33567457123111,Intel Core i5,1000,128
367,Lenovo,Gaming,8,Nvidia,No OS/Linux/Chrome/Android,2.4,43103.52,0,1,141.21199808219862,Intel Core i5,1000,128
368,Dell,Notebook,8,AMD,Windows,2.33,47898.72,0,0,141.21199808219862,Intel Core i7,0,256
369,HP,Ultrabook,8,Intel,Windows,1.36,93240.0,0,1,157.3505121487356,Intel Core i7,0,256
370,Asus,2 in 1 Convertible,12,Nvidia,Windows,2.26,58554.72,1,0,141.21199808219862,Intel Core i7,2000,512
371,Acer,Notebook,4,AMD,Windows,2.1,22697.28,0,0,100.45466986113651,AMD Processor,0,128
372,Asus,Gaming,16,AMD,Windows,3.25,117162.72,0,1,127.33567457123111,AMD Processor,1000,256
373,Lenovo,Notebook,4,AMD,Windows,2.6,26053.92,0,0,106.11306214269258,AMD Processor,0,128
374,Dell,2 in 1 Convertible,8,Intel,Windows,1.62,46300.85279999999,1,0,165.6321180513006,Intel Core i7,0,256
375,HP,Notebook,4,AMD,Windows,1.91,26053.3872,0,0,141.21199808219862,AMD Processor,0,256
376,Lenovo,Netbook,4,Intel,Windows,1.59,29463.84,0,1,135.0942111925629,Other Intel Processor,0,128
377,Dell,Notebook,4,Intel,Windows,1.8,16463.52,0,0,100.45466986113651,Other Intel Processor,500,0
378,Asus,Notebook,4,Intel,Windows,1.5,15238.08,0,0,111.93520355955211,Other Intel Processor,0,0
379,Acer,Notebook,8,Nvidia,No OS/Linux/Chrome/Android,2.4,45074.88,0,0,141.21199808219862,Intel Core i7,1000,0
380,HP,Gaming,8,Nvidia,Windows,3.35,63456.48,0,1,127.33567457123111,Intel Core i7,1000,128
381,Lenovo,Notebook,4,Intel,No OS/Linux/Chrome/Android,1.85,21498.48,0,0,141.21199808219862,Intel Core i3,0,128
382,Asus,Gaming,8,Nvidia,Windows,2.3,88178.4,0,1,141.21199808219862,Intel Core i7,1000,128
383,Lenovo,Notebook,8,Nvidia,Windows,1.5,58554.72,0,1,157.3505121487356,Intel Core i5,0,256
384,Asus,Ultrabook,16,Intel,Windows,1.1,93181.39199999999,1,0,165.6321180513006,Intel Core i7,0,512
385,Lenovo,Ultrabook,8,Intel,Windows,1.13,121584.96,0,1,209.8006828649808,Intel Core i7,0,512
386,Lenovo,Notebook,4,Intel,Windows,1.5,29250.72,0,1,165.6321180513006,Intel Core i3,0,128
387,Dell,Workstation,8,AMD,Windows,2.23,72940.31999999999,0,0,141.21199808219862,Intel Core i5,500,0
388,Dell,Workstation,8,Nvidia,Windows,2.0,113752.8,0,1,141.21199808219862,Intel Core i7,0,256
389,Lenovo,2 in 1 Convertible,16,Intel,Windows,1.42,133679.52,1,0,209.8006828649808,Intel Core i7,0,512
390,Asus,Gaming,8,Nvidia,Windows,3.0,55357.92,0,0,127.33567457123111,Intel Core i7,1000,0
391,Asus,Gaming,16,Nvidia,Windows,3.0,84768.48,0,0,127.33567457123111,Intel Core i7,1000,256
392,Acer,Notebook,12,Nvidia,Windows,2.2,36975.7872,0,1,100.45466986113651,Intel Core i5,1000,0
393,MSI,Gaming,8,Nvidia,Windows,2.7,71874.72,0,0,127.33567457123111,Intel Core i7,0,256
394,Dell,Notebook,8,AMD,No OS/Linux/Chrome/Android,2.33,41498.1936,0,0,141.21199808219862,Intel Core i7,0,256
395,HP,Ultrabook,4,AMD,Windows,1.91,26586.72,0,0,141.21199808219862,AMD Processor,0,256
396,Lenovo,Notebook,8,AMD,Windows,2.1,65510.9568,0,1,141.21199808219862,Intel Core i7,0,256
397,Lenovo,Notebook,8,Intel,Windows,1.9,49976.64,0,1,157.3505121487356,Intel Core i5,0,256
398,Dell,Workstation,8,Nvidia,Windows,1.78,144495.36,1,0,282.42399616439724,Intel Core i7,0,256
399,Lenovo,Ultrabook,16,Intel,Windows,1.13,139860.0,0,1,209.8006828649808,Intel Core i7,0,1000
400,Lenovo,Notebook,4,Intel,Windows,2.2,16303.68,0,0,100.45466986113651,Other Intel Processor,1000,0
401,Asus,Gaming,16,Nvidia,Windows,2.9,81465.12,0,0,127.33567457123111,Intel Core i7,1000,256
402,Lenovo,Notebook,8,AMD,Windows,2.1,60978.96,0,1,141.21199808219862,Intel Core i5,1000,256
403,Acer,Notebook,8,Nvidia,No OS/Linux/Chrome/Android,2.5,46833.12,0,0,141.21199808219862,Intel Core i7,0,256
404,MSI,Gaming,16,Nvidia,Windows,2.8,119826.72,0,0,127.33567457123111,Intel Core i7,1000,256
405,Asus,Ultrabook,8,Intel,Windows,1.1,99793.44,0,0,157.3505121487356,Intel Core i7,0,512
406,Toshiba,Ultrabook,16,Intel,Windows,1.2,93080.16,0,0,165.6321180513006,Intel Core i7,0,512
407,Dell,Ultrabook,8,Intel,Windows,1.36,89510.4,0,0,157.3505121487356,Intel Core i7,0,512
408,Lenovo,Notebook,4,Intel,Windows,2.2,21791.52,0,0,141.21199808219862,Intel Core i3,500,0
409,Lenovo,Notebook,2,Intel,Windows,1.15,16221.096000000001,0,0,135.0942111925629,Other Intel Processor,0,0
410,Lenovo,Workstation,8,Nvidia,Windows,2.67,102564.0,0,0,141.21199808219862,Intel Core i7,0,512
411,Lenovo,Ultrabook,8,Nvidia,Windows,1.7,103523.04,0,1,209.8006828649808,Intel Core i7,0,512
412,HP,Notebook,4,AMD,Windows,2.1,24988.32,0,0,141.21199808219862,Intel Core i3,1000,0
413,Acer,2 in 1 Convertible,8,Intel,Windows,1.6,42038.4528,1,1,165.6321180513006,Intel Core i7,0,256
414,Asus,2 in 1 Convertible,8,Intel,Windows,1.27,49443.84,1,1,165.6321180513006,Intel Core i5,0,256
415,Dell,Notebook,4,AMD,No OS/Linux/Chrome/Android,2.3,31909.392,0,0,141.21199808219862,Intel Core i5,0,256
416,Dell,Notebook,4,Intel,Windows,1.65,36709.92,0,0,117.82653006268643,Intel Core i3,0,128
417,HP,Ultrabook,8,Intel,Windows,1.43,79920.0,0,0,157.3505121487356,Intel Core i7,0,256
418,Dell,Notebook,8,Intel,Windows,2.14,28768.536,0,0,100.45466986113651,Intel Core i5,1000,0
419,Lenovo,Ultrabook,8,AMD,Windows,1.75,64755.44640000001,0,1,157.3505121487356,Intel Core i7,0,256
420,Lenovo,2 in 1 Convertible,16,Nvidia,Windows,2.0,101178.72,1,1,282.42399616439724,Intel Core i7,0,512
422,HP,Notebook,8,Intel,Windows,2.31,76030.56,0,0,141.21199808219862,Intel Core i7,0,256
423,Asus,Notebook,8,Nvidia,No OS/Linux/Chrome/Android,2.3,31808.16,0,0,141.21199808219862,Intel Core i3,1000,0
424,Dell,Gaming,16,Nvidia,Windows,4.42,149130.72,0,1,169.78089942830815,Intel Core i7,1000,256
425,Dell,Gaming,8,Nvidia,Windows,2.62,61751.52,0,1,141.21199808219862,Intel Core i7,1000,128
426,Dell,Notebook,8,AMD,Windows,2.02,60867.072,0,0,141.21199808219862,Intel Core i7,2000,256
427,Dell,Ultrabook,8,Intel,No OS/Linux/Chrome/Android,1.6,58554.72,0,0,157.3505121487356,Intel Core i7,0,256
428,HP,Gaming,12,Nvidia,Windows,3.35,106506.72,0,0,127.33567457123111,Intel Core i7,1000,256
429,Mediacom,2 in 1 Convertible,4,Intel,Windows,1.16,15930.72,1,1,189.90579052433606,Other Intel Processor,0,32
430,Samsung,Netbook,4,Intel,No OS/Linux/Chrome/Android,1.15,14332.32,0,0,135.0942111925629,Other Intel Processor,0,0
431,Lenovo,Notebook,8,Intel,Windows,1.4,53812.8,0,1,165.6321180513006,Intel Core i7,0,256
432,Lenovo,Notebook,4,Intel,Windows,1.7,31914.72,0,1,157.3505121487356,Intel Core i3,0,128
433,Lenovo,Workstation,16,Nvidia,Windows,2.3,130269.6,0,1,282.42399616439724,Intel Core i7,0,512
434,Lenovo,Notebook,16,Nvidia,Windows,2.5,130482.72,0,0,141.21199808219862,Intel Core i7,0,512
435,Asus,Gaming,8,AMD,Windows,3.2,90309.6,0,0,127.33567457123111,AMD Processor,1000,256
436,HP,Notebook,4,Intel,Windows,2.1,18488.16,0,0,100.45466986113651,Other Intel Processor,500,0
439,Asus,Notebook,4,Intel,No OS/Linux/Chrome/Android,2.0,29783.52,0,0,141.21199808219862,Intel Core i5,0,256
440,Lenovo,Notebook,8,AMD,Windows,2.8,27652.32,0,0,106.11306214269258,AMD Processor,1000,0
441,Dell,Notebook,4,AMD,Windows,2.2,39906.72,0,0,141.21199808219862,Intel Core i5,0,256
442,Lenovo,Ultrabook,8,Intel,Windows,1.36,76137.12,0,1,176.23257360658386,Intel Core i5,0,256
443,Lenovo,Notebook,4,Intel,Windows,2.2,18594.72,0,0,141.21199808219862,Other Intel Processor,0,128
444,HP,Gaming,8,Nvidia,Windows,2.2,58554.72,0,1,141.21199808219862,Intel Core i7,1000,128
445,Dell,Notebook,8,Nvidia,Windows,1.64,62817.12,0,0,157.3505121487356,Intel Core i5,0,256
446,Acer,Notebook,4,Intel,No OS/Linux/Chrome/Android,2.4,23539.104,0,0,100.45466986113651,Intel Core i5,500,0
447,Dell,Workstation,8,Nvidia,Windows,2.23,106187.04,0,0,141.21199808219862,Other Intel Processor,1000,0
448,MSI,Gaming,8,Nvidia,Windows,2.2,54757.9872,0,0,141.21199808219862,Intel Core i5,0,256
449,Microsoft,Ultrabook,16,Intel,Windows,1.25,137941.91999999998,1,0,200.84255993695703,Intel Core i7,0,512
450,HP,Notebook,8,Intel,Windows,1.91,31381.92,0,0,100.45466986113651,Intel Core i5,0,128
451,Dell,Workstation,16,Nvidia,Windows,2.17,105228.0,0,1,141.21199808219862,Intel Core i7,0,256
452,HP,Workstation,8,Intel,Windows,2.31,81731.52,0,1,141.21199808219862,Intel Core i7,0,512
453,Lenovo,Notebook,8,Intel,Windows,1.65,71661.59999999999,0,0,157.3505121487356,Intel Core i5,0,256
454,Dell,Notebook,8,AMD,Windows,2.36,52161.12,0,0,141.21199808219862,Intel Core i7,1000,128
455,Dell,2 in 1 Convertible,4,Intel,Windows,1.47,25521.12,1,0,135.0942111925629,Other Intel Processor,500,0
456,Dell,Notebook,8,Nvidia,Windows,4.42,109010.88,0,1,127.33567457123111,Intel Core i7,1000,0
457,Microsoft,Ultrabook,4,Intel,Windows,1.252,52693.92,1,0,200.84255993695703,Other Intel Processor,0,128
458,Microsoft,Ultrabook,8,Intel,Windows,1.25,95850.72,1,0,200.84255993695703,Intel Core i7,0,256
459,HP,Notebook,8,Intel,Windows,2.5,34093.872,0,0,106.11306214269258,Intel Core i3,0,256
460,Acer,Notebook,4,Nvidia,Windows,2.23,28984.32,0,0,141.21199808219862,Intel Core i3,1000,0
461,Acer,Netbook,4,Intel,Windows,1.4,23176.8,0,0,135.0942111925629,Other Intel Processor,0,128
462,Asus,Notebook,8,Intel,Windows,2.37,39906.72,0,0,141.21199808219862,Intel Core i5,1000,0
463,Lenovo,Notebook,8,AMD,No OS/Linux/Chrome/Android,1.5,42570.72,0,1,157.3505121487356,Intel Core i7,0,512
464,Lenovo,Notebook,8,Nvidia,Windows,2.67,111355.2,0,0,141.21199808219862,Intel Core i7,0,256
465,Asus,Notebook,4,Intel,Windows,2.0,16197.12,0,0,100.45466986113651,Other Intel Processor,500,0
466,Acer,Notebook,4,Nvidia,Windows,2.2,24988.32,0,0,100.45466986113651,Intel Core i3,500,0
467,Dell,Notebook,8,AMD,Windows,2.02,40439.52,0,0,141.21199808219862,Intel Core i5,2000,0
468,HP,Gaming,12,Nvidia,Windows,3.78,90522.72,0,1,127.33567457123111,Intel Core i7,1000,0
469,Lenovo,Ultrabook,12,Intel,Windows,1.4,98994.24,0,1,209.8006828649808,Intel Core i7,0,256
470,HP,2 in 1 Convertible,8,Intel,Windows,1.29,106506.72,1,1,331.2642361026012,Intel Core i7,0,512
471,HP,Notebook,8,AMD,Windows,1.9,61485.12,0,0,141.21199808219862,Intel Core i5,500,0
473,Dell,Ultrabook,8,Intel,Windows,1.42,98133.76800000001,1,0,165.6321180513006,Intel Core i5,0,256
474,Asus,Notebook,12,Intel,Windows,2.06,69210.72,0,1,282.42399616439724,Intel Core i7,1000,128
475,Dell,Notebook,8,Intel,Windows,1.79,39427.2,0,0,111.93520355955211,Intel Core i3,0,128
476,Dell,Workstation,8,Nvidia,Windows,1.78,128298.24,0,0,141.21199808219862,Intel Core i7,0,256
477,Lenovo,Notebook,8,Intel,Windows,1.7,72673.92,0,0,157.3505121487356,Intel Core i5,0,180
478,Dell,Notebook,8,AMD,Windows,2.2,35964.0,0,0,141.21199808219862,Intel Core i5,1000,0
479,Toshiba,Notebook,8,Intel,Windows,1.05,89084.16,0,1,165.6321180513006,Intel Core i5,0,256
480,Dell,Notebook,8,Nvidia,Windows,2.16,67239.36,0,1,141.21199808219862,Intel Core i7,0,512
481,Dell,Notebook,4,Intel,Windows,2.18,31254.048,0,0,100.45466986113651,Intel Core i3,1000,0
482,HP,Notebook,4,Intel,Windows,1.49,38681.28,0,1,165.6321180513006,Intel Core i5,0,128
484,Lenovo,Notebook,4,Intel,Windows,2.3,30103.2,0,0,100.45466986113651,Intel Core i3,0,128
485,Lenovo,Notebook,8,Intel,Windows,1.75,55890.72,0,1,157.3505121487356,Intel Core i5,0,256
486,Dell,Workstation,16,Nvidia,Windows,2.17,124568.64,0,1,141.21199808219862,Intel Core i7,0,512
487,Dell,Notebook,16,Nvidia,Windows,2.06,101178.72,0,0,141.21199808219862,Intel Core i7,0,512
488,Lenovo,Ultrabook,16,Intel,Windows,1.36,95797.44,0,1,176.23257360658386,Intel Core i7,0,512
489,Asus,Ultrabook,16,Intel,Windows,0.91,103896.0,0,0,176.23257360658386,Intel Core i7,0,512
490,Lenovo,Notebook,8,Nvidia,Windows,2.3,53918.82719999999,0,1,141.21199808219862,Intel Core i5,0,256
491,Toshiba,Ultrabook,32,Intel,Windows,1.05,149130.72,1,0,165.6321180513006,Intel Core i7,0,512
492,Asus,Gaming,8,Nvidia,Windows,1.99,71928.0,0,0,141.21199808219862,Intel Core i7,1000,128
493,Acer,Notebook,8,AMD,Windows,2.2,30849.12,0,0,100.45466986113651,AMD Processor,1000,0
495,Lenovo,Ultrabook,8,Intel,Windows,1.3,58554.72,0,1,125.36742798669837,Intel Core i5,0,180
496,Lenovo,Notebook,8,Intel,Windows,2.17,47893.39199999999,0,0,141.21199808219862,Intel Core i7,0,256
497,HP,Notebook,8,Intel,Windows,1.48,93186.72,0,0,157.3505121487356,Intel Core i7,0,1000
498,Lenovo,Notebook,8,Intel,Windows,1.4,50562.72,0,1,165.6321180513006,Intel Core i3,0,256
499,Lenovo,Notebook,8,Intel,Windows,2.3,48538.08,0,1,141.21199808219862,Intel Core i5,0,256
500,Asus,Netbook,4,Intel,Windows,1.2,18115.2,0,0,135.0942111925629,Other Intel Processor,0,0
501,HP,Notebook,8,AMD,Windows,1.91,32979.7872,0,0,100.45466986113651,Intel Core i5,0,256
502,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.4,85194.72,1,1,158.48253022174808,Intel Core i5,0,256
503,Lenovo,Notebook,4,Intel,Windows,2.1,15930.72,0,0,111.93520355955211,Other Intel Processor,500,0
504,Lenovo,Netbook,4,Intel,No OS/Linux/Chrome/Android,1.25,14119.2,0,0,135.0942111925629,Other Intel Processor,0,16
505,Lenovo,Notebook,8,Intel,Windows,1.44,50562.72,0,0,165.6321180513006,Intel Core i5,0,256
506,Asus,Notebook,8,Intel,Windows,2.0,65214.72,0,0,141.21199808219862,Intel Core i7,1000,256
507,Acer,Notebook,4,Nvidia,Windows,2.2,32660.64,0,1,141.21199808219862,Intel Core i5,1000,0
508,HP,Ultrabook,8,Intel,Windows,1.34,70489.44,0,1,165.6321180513006,Intel Core i7,0,512
509,Lenovo,Gaming,8,Nvidia,No OS/Linux/Chrome/Android,2.4,61218.72,0,1,141.21199808219862,Intel Core i7,1000,256
510,Dell,Ultrabook,8,Intel,Windows,1.29,47898.72,1,1,165.6321180513006,Intel Core i5,0,128
511,Acer,Notebook,4,Nvidia,Windows,2.2,34045.92,0,0,141.21199808219862,Intel Core i7,500,0
512,Dell,Notebook,8,Intel,Windows,2.18,44542.08,0,0,141.21199808219862,Intel Core i5,1000,0
513,Dell,Notebook,16,AMD,Windows,2.2,64961.10719999999,0,0,141.21199808219862,Intel Core i7,2000,256
515,Asus,Netbook,2,Intel,Windows,1.1,13053.6,0,0,135.0942111925629,Other Intel Processor,0,0
516,HP,Notebook,4,Intel,Windows,2.04,27783.9216,1,0,100.45466986113651,Intel Core i5,1000,0
518,HP,Notebook,8,Nvidia,Windows,2.04,47365.92,0,0,141.21199808219862,Intel Core i5,0,256
519,Asus,Gaming,16,Nvidia,Windows,3.0,80133.12,0,0,127.33567457123111,Intel Core i7,1000,256
520,Lenovo,Gaming,8,Nvidia,Windows,3.2,74538.72,0,1,141.21199808219862,Intel Core i7,1000,256
521,HP,Ultrabook,8,Intel,Windows,1.32,74538.72,0,1,165.6321180513006,Intel Core i7,0,256
522,Dell,Notebook,8,Intel,Windows,1.64,68184.0144,0,0,157.3505121487356,Intel Core i5,0,256
523,HP,Notebook,4,Intel,Windows,1.63,36709.92,0,0,100.45466986113651,Intel Core i3,0,128
524,Dell,Notebook,8,AMD,No OS/Linux/Chrome/Android,2.8,47365.92,0,1,127.33567457123111,Intel Core i5,1000,128
525,Lenovo,Notebook,8,Intel,Windows,2.02,71395.2,0,0,157.3505121487356,Intel Core i5,0,256
526,Lenovo,Notebook,4,Nvidia,Windows,2.2,42570.72,0,0,141.21199808219862,Intel Core i7,1000,0
527,Lenovo,Notebook,8,Nvidia,No OS/Linux/Chrome/Android,2.2,24455.52,0,0,100.45466986113651,Intel Core i3,2000,0
528,Dell,Notebook,4,AMD,Windows,2.3,31168.8,0,0,141.21199808219862,Intel Core i5,500,0
529,Dell,Notebook,8,Intel,Windows,1.9,73366.56,0,0,141.21199808219862,Intel Core i5,0,256
530,Dell,Gaming,16,Nvidia,Windows,4.42,160520.3856,0,1,127.33567457123111,Intel Core i7,1000,128
531,Toshiba,Notebook,8,Intel,Windows,2.0,45820.8,0,1,141.21199808219862,Intel Core i5,500,0
532,Asus,Notebook,8,Nvidia,Windows,2.0,69210.72,0,1,282.42399616439724,Intel Core i7,1000,256
533,Mediacom,Notebook,4,Intel,Windows,1.2,19660.32,0,1,165.6321180513006,Other Intel Processor,0,32
534,Asus,Gaming,8,Nvidia,Windows,2.3,87858.72,0,1,141.21199808219862,Intel Core i5,1000,128
535,Dell,Notebook,8,Nvidia,Windows,1.93,72940.31999999999,0,0,141.21199808219862,Intel Core i7,0,256
536,Dell,Notebook,8,AMD,Windows,2.2,42486.0048,0,0,141.21199808219862,Intel Core i5,0,256
537,HP,Notebook,4,Intel,Windows,1.86,21258.1872,0,0,141.21199808219862,Other Intel Processor,0,256
538,HP,Gaming,12,Nvidia,Windows,2.62,95850.72,0,0,127.33567457123111,Intel Core i7,1000,0
539,Lenovo,Notebook,8,Nvidia,Windows,1.87,45767.52,0,1,157.3505121487356,Intel Core i7,0,256
540,Dell,Ultrabook,8,Intel,Windows,1.2,74538.72,1,0,276.053530085501,Intel Core i7,0,256
541,Dell,Notebook,4,Intel,Windows,1.6,39207.1536,0,0,157.3505121487356,Intel Core i3,0,128
542,HP,Ultrabook,8,Intel,Windows,1.34,61005.6,0,1,276.053530085501,Intel Core i7,0,256
543,Acer,Gaming,8,Nvidia,No OS/Linux/Chrome/Android,2.4,42517.44,0,0,141.21199808219862,Intel Core i5,1000,0
544,Asus,Notebook,4,AMD,Windows,2.0,18594.72,0,0,100.45466986113651,AMD Processor,500,0
545,HP,Notebook,4,Intel,Windows,2.1,37589.04,0,0,141.21199808219862,Intel Core i3,0,128
546,Lenovo,Notebook,4,Intel,Windows,1.87,41824.8,0,0,157.3505121487356,Intel Core i5,500,0
547,Lenovo,Notebook,4,Intel,No OS/Linux/Chrome/Android,2.15,24634.007999999998,0,0,141.21199808219862,Intel Core i5,1000,0
548,HP,Notebook,4,Intel,Windows,1.86,21152.16,0,0,141.21199808219862,Intel Core i3,500,0
